ord_id,cust_id,product_nm,prod_category,price_amt,qty,status_cd,payment_mode,ship_city,order_dt
106920,5999,Water Bottle,Home,2160.16,3,Delivered,Debit Card,Belagavi,2025-02-04
137310,6178,Dry Fruits,Groceries,2104.61,5,Cancelled,Wallet,Shivamogga,2025-08-13
124274,2561,Jacket,Fashion,1313.55,2,Delivered,UPI,Bengaluru,2025-12-18
101605,4129,Backpack,Fashion,1973.04,2,Returned,UPI,Mysuru,2025-08-15
142480,3609,Lip Balm,Beauty,4942.59,3,Returned,UPI,Belagavi,2025-02-13
126181,3747,Python Basics,Books,2560.58,2,Returned,UPI,Shivamogga,2025-10-16
300983,2922,Rice Bag,Groceries,2710.46,3,Placed,Wallet,Belagavi,2025-04-12
117383,7963,Skipping Rope,Sports,1032.56,4,Returned,UPI,Mysuru,2025-12-13
137768,7123,Yoga Mat,Sports,3069.33,4,Shipped,UPI,Belagavi,2025-08-08
133175,2905,Body Lotion,Beauty,1412.97,5,Shipped,COD,Mangaluru,2025-06-30
300668,8828,Cloud Essentials,Books,1131.93,5,Cancelled,Debit Card,Tumakuru,2025-05-22
135906,8370,Python Basics,Books,2366.73,4,Cancelled,Net Banking,Belagavi,2025-10-15
103182,6977,Bluetooth Speaker,Electronics,761.75,5,Shipped,Debit Card,Mysuru,2025-12-19
144186,6900,USB Hub,Electronics,2357.39,2,Delivered,Credit Card,Mysuru,2025-02-27
127056,2682,LED Lamp,Home,4365.48,4,Shipped,Wallet,Hubballi,2025-08-29
100533,9393,Jacket,Fashion,1563.67,5,Shipped,Wallet,Shivamogga,2025-10-11
115927,8554,Yoga Mat,Sports,1301.71,5,Returned,Credit Card,Shivamogga,2025-03-30
103250,8699,Green Tea,Groceries,4348.59,1,Delivered,UPI,Mysuru,2025-07-29
101607,5473,Python Basics,Books,263.29,3,Returned,Net Banking,Mangaluru,2025-01-23
135542,7918,Cloud Essentials,Books,4778.53,4,Placed,Debit Card,Tumakuru,2025-09-11
118500,5889,Phone Charger,Electronics,4779.37,4,Returned,Wallet,Mangaluru,2025-10-21
114510,3759,Jeans,Fashion,2526.97,5,Cancelled,Credit Card,Shivamogga,2025-08-30
114523,6646,Jeans,Fashion,2227.31,3,Cancelled,COD,Belagavi,2025-04-20
101902,5611,Football,Sports,3795.06,1,Placed,UPI,Mangaluru City,2025-06-26
113153,3921,Cricket Bat,Sports,2066.89,4,Shipped,Debit Card,Hubballi,2025-04-24
119795,7209,Body Lotion,Beauty,2505.46,1,Placed,UPI,Hubballi,2025-05-09
107587,1729,Coffee Mug,Home,4658.32,5,Packed,Debit Card,Belagavi,2025-08-25
121385,7513,Sneakers,Fashion,1204.86,3,Delivered,Wallet,Bengaluru,2025-04-19
121344,9634,Backpack,Fashion,4694.84,3,Cancelled,Debit Card,Shivamogga,2025-09-08
106233,5295,Sneakers,Fashion,4144.20,3,Returned,Wallet,Tumakuru,2025-08-09
104707,9150,Face Wash,Beauty,4276.21,4,Shipped,UPI,Belagavi,2025-05-14
102774,7395,Football,Sports,3821.88,4,Placed,COD,Tumakuru City,2025-11-02
146051,8300,Perfume,Beauty,1894.42,5,Placed,Debit Card,Hubballi,2025-03-27
116965,5829,Green Tea,Groceries,492.92,3,Packed,Debit Card,Shivamogga,2025-07-04
128408,9695,Coffee Mug,Home,326.74,2,Returned,Wallet,Bengaluru,2025-03-01
105187,1072,Jacket,Fashion,2157.30,2,Packed,Credit Card,Bengaluru,2025-07-31
100693,3509,Data Structures,Books,346.55,4,Delivered,COD,Belagavi,2025-09-16
125162,7973,LED Lamp,Home,4796.28,5,Placed,Net Banking,Tumakuru,2025-07-10
110091,5659,LED Lamp,Home,3819.94,4,Cancelled,Net Banking,Bengaluru,2025-08-01
138019,4371,Yoga Mat,Sports,3809.67,4,Delivered,Debit Card,Bengaluru,2025-02-08
129903,8291,Rice Bag,Groceries,2037.95,3,Delivered,Wallet,Belagavi,2025-09-29
127430,9536,Backpack,Fashion,3178.72,3,Cancelled,Debit Card,Mangaluru,2025-12-13
124240,1778,Jeans,Fashion,564.18,1,Returned,Credit Card,Shivamogga,2025-08-20
145511,9686,SQL Guide,Books,1208.35,1,Packed,Credit Card,Hubballi,2025-04-07
126583,8461,USB Hub,Electronics,220.64,4,Delivered,Net Banking,Tumakuru,2025-05-07
147616,2508,Honey Jar,Groceries,4397.26,5,Returned,UPI,Bengaluru,2025-01-28
127276,8512,Backpack,Fashion,4881.25,4,Placed,Net Banking,Mangaluru,2025-08-24
137141,2057,Coffee Mug,Home,3456.90,1,Placed,COD,Belagavi,2025-11-21
121387,7766,Dumbbells,Sports,4198.31,5,Placed,Wallet,Shivamogga,2025-01-25
105401,6658,Bedsheet,Home,4260.89,3,Packed,COD,Belagavi,2025-12-12
136274,7935,Honey Jar,Groceries,3387.40,4,Delivered,UPI,Shivamogga,2025-06-27
141957,6699,Lip Balm,Beauty,3567.90,3,Packed,UPI,Bengaluru,2025-10-27
139719,1532,Skipping Rope,Sports,1472.44,1,Packed,Credit Card,Hubballi,2025-04-14
115615,4389,Green Tea,Groceries,3663.02,5,Shipped,Debit Card,Tumakuru,2025-11-12
127364,3152,Football,Sports,2834.79,3,Delivered,Debit Card,Hubballi,2025-06-12
135634,5653,Data Structures,Books,3055.89,4,Returned,Credit Card,Tumakuru,2025-06-18
101164,6440,Shampoo,Beauty,958.12,3,Returned,Net Banking,Bengaluru,2025-06-21
110824,8232,Face Wash,Beauty,3662.95,4,Delivered,Wallet,Bengaluru,2025-05-11
103021,7089,Bedsheet,Home,1460.49,1,Placed,Net Banking,Mysuru,2025-11-01
101235,3948,Honey Jar,Groceries,125.09,4,Shipped,UPI,Bengaluru,2025-03-07
105446,6657,T-Shirt,Fashion,662.34,1,Cancelled,Net Banking,Mysuru,2025-06-19
148635,3247,Backpack,Fashion,1682.44,3,Delivered,Debit Card,Tumakuru,2025-11-12
139818,3754,Water Bottle,Home,2209.12,1,Returned,UPI,Bengaluru,2025-07-10
130546,5441,Water Bottle,Home,2747.28,5,Placed,COD,Shivamogga,2025-06-13
135146,6319,Shampoo,Beauty,2020.87,4,Shipped,UPI,Shivamogga,2025-10-03
116815,6300,Phone Charger,Electronics,4878.80,1,Shipped,COD,Shivamogga,2025-02-16
113632,7446,Data Structures,Books,4359.89,5,Delivered,Credit Card,Bengaluru,2025-08-13
100574,3435,SQL Guide,Books,1891.51,2,Cancelled,Wallet,Tumakuru,2025-05-29
107324,6193,Python Basics,Books,707.24,3,Returned,UPI,Hubballi,2025-01-02
110656,5940,Smart Watch,Electronics,1633.02,1,Shipped,Credit Card,Hubballi,2025-08-25
143866,5679,Python Basics,Books,4766.95,5,Delivered,Debit Card,Tumakuru,2025-06-10
113454,7643,Bluetooth Speaker,Electronics,137.11,2,Shipped,Credit Card,Shivamogga,2025-03-27
123234,7678,Jeans,Fashion,4371.66,1,Packed,Credit Card,Shivamogga,2025-05-08
102179,1721,Olive Oil,Groceries,2194.83,2,Packed,Credit Card,Shivamogga,2025-11-22
100633,9821,ML Intro,Books,954.24,3,Shipped,Debit Card,Shivamogga,2025-09-19
128320,9992,Coffee Mug,Home,4654.29,5,Packed,Credit Card,Mangaluru,2025-04-29
118148,9431,Lip Balm,Beauty,2825.99,5,Delivered,Net Banking,Tumakuru,2025-05-04
109323,7248,Body Lotion,Beauty,1426.53,4,Packed,Wallet,Belagavi,2025-12-17
134344,2781,Skipping Rope,Sports,2156.48,1,Returned,COD,Hubballi,2025-08-20
117398,6475,Shampoo,Beauty,1918.51,5,Returned,Debit Card,Hubballi,2025-02-12
102381,4220,T-Shirt,Fashion,220.47,5,Delivered,Credit Card,Hubballi,2025-09-30
112194,9423,Skipping Rope,Sports,2625.35,1,Returned,Debit Card,Belagavi,2025-02-18
142785,4786,Water Bottle,Home,1476.07,2,Cancelled,UPI,Mangaluru,2025-12-31
132293,2394,Body Lotion,Beauty,3815.84,5,Returned,Credit Card,Mysuru,2025-03-20
141726,8515,Cricket Bat,Sports,4189.93,3,Delivered,Wallet,Belagavi,2025-06-15
136733,5634,Wireless Mouse,Electronics,1858.83,4,Shipped,Net Banking,Hubballi,2025-12-16
105156,1879,Cloud Essentials,Books,2239.23,3,Delivered,Credit Card,Hubballi,2025-03-27
127467,3034,T-Shirt,Fashion,4651.89,3,Returned,Debit Card,Mysuru,2025-10-07
111349,9278,Data Structures,Books,2337.24,1,Shipped,Debit Card,Mysuru,2025-12-27
123125,6800,Rice Bag,Groceries,3494.81,1,Shipped,UPI,Bengaluru,2025-11-02
108048,1739,Olive Oil,Groceries,263.39,3,Placed,Wallet,Mysuru,2025-04-20
132028,6390,ML Intro,Books,4901.20,2,Cancelled,Debit Card,Mysuru,2025-07-23
300004,4781,Lip Balm,Beauty,1512.78,2,Delivered,UPI,Mysuru,2025-12-31
114100,7469,Shampoo,Beauty,1301.23,2,Delivered,UPI,Belagavi,2025-05-23
145854,1323,Body Lotion,Beauty,4648.62,4,Shipped,Debit Card,Hubballi,2025-09-19
134979,8274,Bedsheet,Home,4009.04,1,Cancelled,Wallet,Mysuru,2025-11-27
109313,1783,T-Shirt,Fashion,633.52,4,Returned,Net Banking,Belagavi,2025-05-07
105095,6295,Shampoo,Beauty,1149.60,5,Cancelled,COD,Mangaluru,2025-07-11
105482,1554,Water Bottle,Home,2327.78,2,Cancelled,Credit Card,Bengaluru,2025-01-06
112420,7059,Skipping Rope,Sports,1478.12,1,Cancelled,UPI,Bengaluru,2025-11-27
147387,7466,Phone Charger,Electronics,1812.30,1,Packed,Wallet,Hubballi,2025-12-02
139757,8665,Olive Oil,Groceries,938.54,4,Shipped,Credit Card,Shivamogga,2025-09-05
115539,6930,Backpack,Fashion,1131.34,2,Cancelled,UPI,Bengaluru,2025-06-10
119529,2929,Shampoo,Beauty,2698.25,1,Placed,UPI,Tumakuru,2025-12-25
112701,5471,USB Hub,Electronics,3672.92,4,Cancelled,Net Banking,Shivamogga,2025-11-16
111805,8500,Storage Box,Home,1175.29,4,Delivered,Debit Card,Bengaluru,2025-04-08
145609,7176,SQL Guide,Books,4584.14,2,Delivered,COD,Hubballi,2025-10-17
113067,9113,Cloud Essentials,Books,514.07,3,Returned,Debit Card,Mysuru,2025-11-22
103519,8876,Storage Box,Home,3296.12,4,Packed,UPI,Tumakuru,2025-11-05
143466,9488,Green Tea,Groceries,3030.41,3,Packed,Debit Card,Bengaluru,2025-02-01
112602,9544,Yoga Mat,Sports,4611.03,3,Packed,COD,Belagavi,2025-12-11
117964,4362,Lip Balm,Beauty,4011.72,3,Delivered,COD,Belagavi,2025-01-23
121557,6066,Yoga Mat,Sports,4616.72,3,Placed,Wallet,Belagavi,2025-02-15
130690,4268,USB Hub,Electronics,920.54,1,Delivered,Wallet,Bengaluru,2025-11-03
130909,8593,Coffee Mug,Home,889.09,5,Shipped,UPI,Mangaluru,2025-05-29
119680,2787,Data Structures,Books,3095.62,3,Returned,Credit Card,Mangaluru,2025-12-11
107388,3930,Jacket,Fashion,1436.74,1,Cancelled,Wallet,Belagavi,2025-06-19
137575,7067,Bluetooth Speaker,Electronics,2093.15,3,Cancelled,Wallet,Shivamogga,2025-09-08
108607,7922,Olive Oil,Groceries,805.64,5,Packed,Credit Card,Hubballi,2025-10-18
123385,3667,Olive Oil,Groceries,2187.73,4,Placed,Wallet,Tumakuru,2025-09-19
139665,6753,Bedsheet,Home,2283.28,2,Placed,UPI,Bengaluru,2025-02-03
124039,6857,Bluetooth Speaker,Electronics,3741.26,4,Packed,UPI,Hubballi,2025-10-30
124351,1638,Python Basics,Books,2276.38,2,Shipped,UPI,Mysuru,2025-02-20
130601,6027,Storage Box,Home,3075.15,5,Shipped,UPI,Belagavi,2025-09-07
125705,6818,Python Basics,Books,3790.05,2,Shipped,UPI,Mysuru,2025-07-26
133339,1152,Dry Fruits,Groceries,4865.59,1,Returned,Debit Card,Bengaluru,2025-04-18
121815,2151,Sneakers,Fashion,4766.54,1,Shipped,COD,Bengaluru,2025-07-31
132077,7772,Perfume,Beauty,2689.70,4,Cancelled,Debit Card,Bengaluru,2025-11-23
129003,7649,SQL Guide,Books,584.64,1,Cancelled,UPI,Bengaluru,2025-09-18
132047,5748,Bluetooth Speaker,Electronics,4964.41,2,Packed,Net Banking,Mysuru,2025-08-26
124050,4078,Bluetooth Speaker,Electronics,1855.40,4,Cancelled,Wallet,Shivamogga,2025-01-03
117696,8197,Cloud Essentials,Books,1153.36,3,Returned,Credit Card,Tumakuru,2025-09-07
118410,1954,Face Wash,Beauty,4086.60,4,Shipped,Wallet,Bengaluru,2025-11-30
127881,3268,Green Tea,Groceries,1606.05,5,Packed,Wallet,Hubballi,2025-03-18
134165,5291,SQL Guide,Books,3593.17,5,Placed,Net Banking,Hubballi,2025-04-24
145457,9651,Storage Box,Home,4958.50,2,Cancelled,Credit Card,Belagavi,2025-11-22
138778,6534,Cricket Bat,Sports,2696.12,5,Packed,Credit Card,Mysuru,2025-08-18
107056,4213,Bedsheet,Home,2114.16,3,Cancelled,Wallet,Mysuru,2025-03-05
107069,7698,Cricket Bat,Sports,1323.13,2,Returned,Debit Card,Shivamogga,2025-03-04
135356,3502,Coffee Mug,Home,3174.37,5,Placed,Wallet,Mangaluru,2025-04-08
146184,6737,Coffee Mug,Home,2098.57,1,Shipped,Net Banking,Mysuru,2025-08-17
132554,4481,Football,Sports,1045.21,3,Shipped,Credit Card,Bengaluru,2025-04-22
117734,9589,Coffee Mug,Home,4126.83,2,Delivered,Debit Card,Shivamogga,2025-01-20
143583,9834,Phone Charger,Electronics,3775.92,4,Returned,Net Banking,Mangaluru,2025-05-11
113782,1972,Lip Balm,Beauty,2446.25,1,Placed,Debit Card,Shivamogga,2025-01-21
107637,9716,Olive Oil,Groceries,651.11,2,Returned,COD,Mysuru,2025-05-18
110075,2340,Storage Box,Home,4075.70,5,Packed,Debit Card,Tumakuru,2025-05-11
111784,9301,USB Hub,Electronics,4986.99,5,Shipped,COD,Shivamogga,2025-12-13
142648,7936,Cloud Essentials,Books,573.76,5,Cancelled,Wallet,Belagavi,2025-10-01
137832,5262,Football,Sports,330.78,1,Returned,UPI,Shivamogga,2025-03-31
104015,9740,Rice Bag,Groceries,1186.53,4,Cancelled,Net Banking,Belagavi,2025-11-03
130076,3835,Lip Balm,Beauty,3344.05,4,Placed,UPI,Mysuru,2025-04-12
120091,6131,Jeans,Fashion,807.48,1,Packed,Net Banking,Shivamogga,2025-01-29
118906,4954,Football,Sports,2371.44,2,Placed,COD,Hubballi,2025-06-14
144882,2621,Water Bottle,Home,1243.19,3,Cancelled,Credit Card,Mysuru,2025-01-21
124072,7576,Lip Balm,Beauty,1690.56,4,Shipped,Credit Card,Mangaluru,2025-11-03
119473,4072,Olive Oil,Groceries,458.27,4,Returned,Wallet,Mysuru,2025-12-05
112281,7079,Honey Jar,Groceries,2578.41,1,Shipped,Wallet,Bengaluru,2025-06-20
131594,9409,Smart Watch,Electronics,131.38,1,Placed,Debit Card,Shivamogga,2025-01-06
106864,1518,Cloud Essentials,Books,3607.53,1,Delivered,Credit Card,Tumakuru,2025-08-26
109143,3712,LED Lamp,Home,4147.78,3,Placed,UPI,Bengaluru,2025-03-27
122039,2561,Face Wash,Beauty,2704.79,1,Cancelled,Debit Card,Tumakuru,2025-12-15
137960,1670,Bedsheet,Home,2409.45,3,Cancelled,Credit Card,Hubballi,2025-11-05
129869,9119,Phone Charger,Electronics,1464.15,5,Placed,Credit Card,Mysuru,2025-12-15
105674,3440,Coffee Mug,Home,1189.38,1,Delivered,Wallet,Tumakuru,2025-02-06
140245,7419,Backpack,Fashion,2284.29,4,Shipped,Net Banking,Mysuru,2025-12-15
111181,1893,Bluetooth Speaker,Electronics,1949.87,1,Delivered,Net Banking,Shivamogga,2025-01-12
148415,3600,Smart Watch,Electronics,2053.81,2,Delivered,COD,Mysuru,2025-01-05
132680,2145,T-Shirt,Fashion,4087.54,5,Cancelled,UPI,Tumakuru,2025-03-15
138612,7548,Green Tea,Groceries,4631.15,5,Returned,Net Banking,Hubballi,2025-07-16
134264,1474,Shampoo,Beauty,2523.45,1,Returned,COD,Shivamogga,2025-10-18
106921,6213,Green Tea,Groceries,883.25,2,Returned,COD,Tumakuru,2025-09-19
106356,9466,Shampoo,Beauty,4852.78,3,Returned,COD,Tumakuru,2025-01-12
120962,4867,Data Structures,Books,1306.69,2,Delivered,Debit Card,Mysuru,2025-08-08
127744,6422,Body Lotion,Beauty,4151.20,1,Returned,COD,Belagavi,2025-11-26
109959,3374,Lip Balm,Beauty,887.55,1,Delivered,COD,Bengaluru,2025-07-31
118349,1961,Face Wash,Beauty,4968.41,5,Delivered,Wallet,Shivamogga,2025-11-17
130470,4434,Honey Jar,Groceries,2761.35,5,Cancelled,Wallet,Hubballi,2025-03-11
135729,1857,Rice Bag,Groceries,4760.58,1,Cancelled,COD,Hubballi,2025-11-18
103568,1645,SQL Guide,Books,373.80,3,Placed,UPI,Shivamogga,2025-11-05
300537,4268,Football,Sports,3508.40,1,Delivered,Net Banking,Mysuru,2025-04-23
115175,8842,Cricket Bat,Sports,340.44,2,Delivered,Wallet,Mysuru,2025-11-16
126269,8692,Phone Charger,Electronics,2472.12,2,Packed,Wallet,Shivamogga,2025-07-26
129512,7151,T-Shirt,Fashion,4699.70,3,Packed,Wallet,Tumakuru,2025-08-05
124783,7859,Data Structures,Books,392.07,4,Returned,Debit Card,Mangaluru,2025-10-22
146027,4253,Cloud Essentials,Books,3616.17,1,Returned,Wallet,Tumakuru,2025-07-08
139044,4147,USB Hub,Electronics,2251.19,2,Packed,Wallet,Hubballi,2025-02-19
113080,4968,Python Basics,Books,2239.89,4,Shipped,Debit Card,Mysuru,2025-04-28
144592,6692,Python Basics,Books,2158.91,5,Returned,UPI,Mysuru,2025-11-30
107744,4029,Bluetooth Speaker,Electronics,1532.50,2,Packed,Credit Card,Mangaluru,2025-02-16
118365,3983,Honey Jar,Groceries,2396.90,5,Returned,Wallet,Mysuru,2025-01-02
133776,2526,Data Structures,Books,3050.50,3,Returned,COD,Tumakuru,2025-02-24
145574,9009,Bedsheet,Home,1316.26,2,Cancelled,Credit Card,Mysuru,2025-12-22
102452,2817,Bluetooth Speaker,Electronics,4604.66,1,Packed,COD,Hubballi,2025-04-28
140268,5843,Water Bottle,Home,3284.17,1,Returned,Debit Card,Hubballi,2025-02-19
143740,3935,Python Basics,Books,2725.07,1,Cancelled,UPI,Shivamogga,2025-06-08
109013,7974,USB Hub,Electronics,1111.76,4,Placed,Net Banking,Shivamogga,2025-02-11
108373,3581,Perfume,Beauty,3411.68,5,Delivered,UPI,Tumakuru,2025-05-26
114879,6754,Lip Balm,Beauty,4144.89,5,Shipped,COD,Tumakuru,2025-09-11
113790,5659,SQL Guide,Books,2485.78,1,Returned,Debit Card,Shivamogga,2025-11-02
124744,7679,Backpack,Fashion,1653.60,1,Returned,COD,Shivamogga,2025-01-27
120740,8572,Backpack,Fashion,1520.05,2,Placed,Wallet,Mangaluru,2025-12-11
104082,4079,Perfume,Beauty,4677.87,3,Shipped,Net Banking,Hubballi,2025-07-25
122983,2770,Coffee Mug,Home,1003.94,5,Cancelled,COD,Mangaluru,2025-05-08
131700,7109,Football,Sports,1112.23,4,Cancelled,COD,Bengaluru,2025-06-15
108223,5008,Green Tea,Groceries,2919.50,1,Delivered,Credit Card,Bengaluru,2025-01-20
121347,3488,Olive Oil,Groceries,914.74,5,Packed,UPI,Mangaluru,2025-03-01
143362,2693,T-Shirt,Fashion,3701.64,3,Returned,Wallet,Hubballi,2025-09-25
131527,6804,Coffee Mug,Home,1632.16,2,Placed,Credit Card,Shivamogga,2025-09-09
137573,6943,Sneakers,Fashion,1293.46,5,Placed,Wallet,Hubballi,2025-05-06
142559,9087,T-Shirt,Fashion,2635.98,3,Shipped,COD,Mangaluru,2025-11-20
108214,4470,Rice Bag,Groceries,3846.15,5,Packed,Debit Card,Belagavi,2025-12-20
116239,1831,Smart Watch,Electronics,485.48,1,Packed,UPI,Bengaluru,2025-09-30
134181,7415,Rice Bag,Groceries,4485.59,5,Cancelled,Credit Card,Mysuru,2025-05-19
127199,1034,Coffee Mug,Home,2502.55,5,Returned,Credit Card,Bengaluru,2025-03-11
131871,5353,Storage Box,Home,2214.75,5,Returned,Net Banking,Hubballi,2025-02-07
121391,4850,Jeans,Fashion,2410.43,1,Cancelled,Debit Card,Shivamogga,2025-04-05
138861,9786,Green Tea,Groceries,911.80,2,Packed,Credit Card,Tumakuru,2025-04-17
119940,6564,T-Shirt,Fashion,1742.17,5,Delivered,Debit Card,Mysuru,2025-08-07
106907,5029,Jeans,Fashion,4615.50,5,Placed,Credit Card,Mangaluru,2025-09-14
123656,9631,Green Tea,Groceries,3779.18,5,Delivered,Wallet,Mangaluru,2025-03-11
139583,1351,Green Tea,Groceries,1693.16,3,Shipped,UPI,Mysuru,2025-12-26
142035,7214,USB Hub,Electronics,4407.04,3,Cancelled,COD,Bengaluru,2025-10-01
135399,1608,USB Hub,Electronics,3646.72,2,Delivered,Credit Card,Shivamogga,2025-05-02
300817,4367,Coffee Mug,Home,806.50,5,Shipped,Wallet,Hubballi,2025-02-27
103817,2178,Water Bottle,Home,3869.77,4,Shipped,UPI,Belagavi,2025-07-26
101717,7968,Lip Balm,Beauty,2859.10,4,Placed,Net Banking,Bengaluru,2025-07-29
146418,9345,Storage Box,Home,2930.99,2,Shipped,Credit Card,Mangaluru,2025-11-09
101742,8320,Face Wash,Beauty,2257.88,2,Packed,Net Banking,Belagavi,2025-03-05
142572,4274,Bedsheet,Home,2428.69,1,Shipped,UPI,Bengaluru,2025-08-23
127216,2450,Storage Box,Home,2966.71,3,Packed,UPI,Mysuru,2025-12-31
134711,7827,LED Lamp,Home,1483.06,4,Placed,Wallet,Hubballi,2025-08-08
124961,9589,Skipping Rope,Sports,1163.39,5,Shipped,Credit Card,Mangaluru,2025-10-13
120301,7147,Olive Oil,Groceries,3691.49,5,Cancelled,COD,Mysuru,2025-11-25
127932,2599,USB Hub,Electronics,3904.88,2,Cancelled,COD,Shivamogga,2025-05-09
139052,2753,Storage Box,Home,2844.73,2,Cancelled,UPI,Hubballi,2025-08-24
114625,9110,Face Wash,Beauty,2983.43,4,Placed,Net Banking,Belagavi,2025-07-10
143189,5787,Green Tea,Groceries,4005.69,4,Placed,Credit Card,Mysuru,2025-09-06
129278,2789,Dumbbells,Sports,2879.26,2,Shipped,COD,Mysuru,2025-08-21
103395,3239,Water Bottle,Home,4551.33,1,Cancelled,Credit Card,Mangaluru,2025-09-01
128372,4356,Football,Sports,1726.66,3,Placed,Debit Card,Shivamogga,2025-07-26
113405,8135,Storage Box,Home,3278.67,1,Packed,Debit Card,Mysuru,2025-08-13
105238,3285,Bluetooth Speaker,Electronics,1308.82,5,Returned,Net Banking,Shivamogga,2025-08-03
128965,6244,Data Structures,Books,971.48,2,Delivered,COD,Mysuru,2025-06-20
119817,9853,Green Tea,Groceries,1952.54,2,Returned,Net Banking,Tumakuru,2025-11-18
117937,9460,Bluetooth Speaker,Electronics,1619.10,3,Placed,Credit Card,Hubballi,2025-08-25
101160,6298,USB Hub,Electronics,949.75,4,Returned,Debit Card,Bengaluru,2025-07-19
123413,1335,Dumbbells,Sports,4090.88,5,Placed,Net Banking,Tumakuru,2025-05-26
116386,2906,USB Hub,Electronics,945.71,1,Packed,Wallet,Belagavi,2025-01-25
142697,7707,Bedsheet,Home,473.12,5,Delivered,UPI,Belagavi,2025-03-01
141304,9954,Green Tea,Groceries,3212.15,4,Placed,Credit Card,Belagavi,2025-08-15
113337,6558,Bluetooth Speaker,Electronics,165.18,4,Shipped,Net Banking,Mysuru,2025-12-12
117525,7117,Wireless Mouse,Electronics,4412.36,4,Shipped,COD,Shivamogga,2025-05-11
104835,2734,Jeans,Fashion,3834.20,1,Returned,UPI,Mangaluru,2025-03-13
116048,8280,Cricket Bat,Sports,4819.02,5,Delivered,Debit Card,Belagavi,2025-09-22
142846,7621,Bluetooth Speaker,Electronics,1872.93,3,Returned,Wallet,Bengaluru,2025-02-19
106289,9462,Smart Watch,Electronics,616.94,5,Cancelled,UPI,Tumakuru,2025-12-04
129504,6493,Rice Bag,Groceries,4989.87,4,Delivered,UPI,Mysuru,2025-06-23
137114,1572,Data Structures,Books,2107.58,1,Cancelled,Debit Card,Tumakuru,2025-06-20
100496,8469,Water Bottle,Home,3665.38,5,Cancelled,Debit Card,Mangaluru,2025-12-18
129116,1095,Bedsheet,Home,2976.30,1,Cancelled,Net Banking,Tumakuru,2025-06-17
300108,6336,Cloud Essentials,Books,2844.91,3,Returned,Wallet,Belagavi,2025-11-05
134613,3535,Jacket,Fashion,642.54,5,Returned,COD,Hubballi,2025-11-07
112481,9419,Bedsheet,Home,2397.43,1,Shipped,Debit Card,Shivamogga,2025-01-21
122331,1018,Rice Bag,Groceries,285.60,2,Cancelled,Credit Card,Hubballi,2025-01-16
132591,3581,Phone Charger,Electronics,3489.83,3,Shipped,Net Banking,Mysuru,2025-09-14
110268,4427,ML Intro,Books,1079.94,3,Delivered,UPI,Mangaluru,2025-08-10
121506,8591,Face Wash,Beauty,3430.66,5,Cancelled,Wallet,Tumakuru,2025-05-01
120204,3251,Body Lotion,Beauty,197.33,1,Packed,COD,Mangaluru,2025-11-01
138271,8187,Face Wash,Beauty,4994.10,3,Packed,UPI,Tumakuru,2025-02-15
122385,4141,Football,Sports,686.06,3,Cancelled,Wallet,Belagavi,2025-01-03
132906,1564,Data Structures,Books,1558.70,1,Cancelled,UPI,Mysuru,2025-09-07
115312,3831,Backpack,Fashion,308.81,4,Delivered,COD,Tumakuru,2025-05-07
116595,5930,ML Intro,Books,240.28,1,Cancelled,UPI,Bengaluru,2025-07-13
102149,2619,Cloud Essentials,Books,1430.88,5,Shipped,Wallet,Mangaluru,2025-01-11
112852,2174,LED Lamp,Home,434.55,4,Cancelled,COD,Bengaluru,2025-04-04
124629,1111,Jacket,Fashion,2985.11,5,Delivered,Credit Card,Tumakuru,2025-04-05
135602,2329,Cricket Bat,Sports,3878.32,5,Cancelled,COD,Hubballi,2025-10-26
138763,8269,Phone Charger,Electronics,812.50,2,Returned,Credit Card,Shivamogga,2025-11-08
145067,8271,Olive Oil,Groceries,948.48,4,Cancelled,UPI,Hubballi,2025-05-01
135206,4531,Rice Bag,Groceries,3397.48,3,Cancelled,Debit Card,Shivamogga,2025-05-30
141430,9183,Skipping Rope,Sports,696.35,5,Packed,Credit Card,Belagavi,2025-09-17
121744,9686,ML Intro,Books,2450.84,4,Shipped,Wallet,Bengaluru,2025-10-16
136055,9701,Body Lotion,Beauty,4673.16,4,Cancelled,Wallet,Mysuru,2025-03-15
121205,2198,Green Tea,Groceries,4203.87,4,Packed,Debit Card,Shivamogga,2025-07-27
146471,3898,ML Intro,Books,2813.08,1,Shipped,Credit Card,Mysuru City,2025-11-28
114024,2424,Data Structures,Books,3729.64,4,Shipped,Credit Card,Bengaluru,2025-01-06
123107,3328,Sneakers,Fashion,2722.33,2,Placed,UPI,Mangaluru,2025-07-23
100331,2692,SQL Guide,Books,227.68,3,Cancelled,UPI,Belagavi,2025-11-03
126402,5675,T-Shirt,Fashion,2335.49,5,Cancelled,Debit Card,Mysuru,2025-03-01
136840,2308,Olive Oil,Groceries,4454.32,5,Cancelled,Net Banking,Belagavi,2025-08-22
114756,4584,Perfume,Beauty,4416.70,4,Cancelled,COD,Tumakuru,2025-07-25
119126,3467,Wireless Mouse,Electronics,1327.71,5,Returned,Wallet,Hubballi,2025-07-11
108693,4126,Green Tea,Groceries,4487.23,2,Cancelled,Debit Card,Mysuru,2025-08-16
112487,9170,Coffee Mug,Home,2484.20,5,Returned,Debit Card,Mysuru,2025-07-23
102997,7554,T-Shirt,Fashion,4625.87,4,Placed,Debit Card,Shivamogga,2025-01-06
